nodeID nodeLabel
1631 grp-1
1632 Msi3p
1633 lin-53
1634 tag-235
1635 lin-37
1636 cmk-1
1637 air-1
1638 C05E11.3
1639 C47G2.5
1640 fbxa-88
1641 R05F9.1
1642 fib-1
1643 tpxl-1
1644 rpn-11
1645 rpn-8
1646 nhr-70
1647 BE0003N10.3
1648 C33G3.6
1649 mrck-1
1650 lag-1
1651 ima-2
1652 col-81
1653 asah-1
1654 sma-9
1655 asp-1
1656 F41E6.11
1657 scrm-5
1658 F22H10.3
1659 F02H6.3
1660 F48E3.8
1661 ttm-1
1662 Y53H1A.2
1663 npp-4
1664 Y59A8A.3
1665 glt-3
1666 C55A6.7
1667 gst-4
1668 Y49A3A.1
1669 hpl-1
1670 lim-7
1671 F37D6.2
1672 C05C8.8
1673 C36F7.5
1674 Y77E11A.2
1675 pik-1
1676 C15B12.6
1677 B0261.4
1678 lin-8
1679 gak-1
1680 E01G4.3
1681 F08F8.10
1682 col-98
1683 F17C11.1
1684 F33H2.3
1685 tba-4
1686 F49H12.5
1687 F56A11.5
1688 ucr-1
1689 fumarylacetoacetase
1690 LLC1.2
1691 cah-4
1692 R03A10.1
1693 ttr-28
1694 T01B6.1
1695 T05A7.3
1696 T05E11.8
1697 klp-3
1698 T09F5.10
1699 rpl-11.1
1700 dpl-1
1701 fbxb-1
1702 W06A7.2
1703 tag-210
1704 rpl-30
1705 Y40H4A.2
1706 Y43F8C.6
1707 Y53H1A.1
1708 pqn-87
1709 Y57G11C.15
1710 lin-65
1711 nlp-42
1712 ZK1073.2
1713 ZK512.5
1714 ZK632.10
1715 ZK813.3
1716 ZK938.2
1717 nhr-76
1718 nhr-105
1719 nhr-73
1720 F54A5.1
1721 scd-1
1722 nhr-71
1723 ttr-27
1724 nhr-66
1725 nhr-79
1726 nhr-234
1727 nhr-243
1728 nhr-247
1729 nhr-256
1730 gsto-3
1731 lin-31
1732 unc-101
1733 tufm-2
1734 F23F12.9
1735 R03C1.1
1736 klp-7
1737 sss-1
1738 klp-12
1739 nfyb-1
1740 K11D9.3
1741 K12H4.3
1742 C15A11.4
1743 K12H6.7
1744 Y37E3.11
1745 math-34
1746 alh-8
1747 M01E11.2
1748 col-145
1749 C34C6.7
1750 klp-15
1751 F26G1.1
1752 hrp-2
1753 K07E1.1
1754 rol-8
1755 M01E5.2
1756 M01F1.4
1757 col-101
1758 Y23H5A.4
1759 M01H9.2
1760 C31C9.2
1761 F56F12.1
1762 atg-7
1763 rbd-1
1764 Y105E8B.5
1765 osm-3
1766 C06G8.1
1767 C15C6.4
1768 D2023.4
1769 C27A12.7
1770 lgg-1
1771 H04D03.1
1772 K11D12.9
1773 Y66H1B.2
1774 rpa-2
1775 C18A11.1
1776 rpa-1
1777 mau-8
1778 unc-119
1779 arl-3
1780 clec-258
1781 M162.5
1782 ddb-1
1783 ztf-1
1784 R11D1.1
1785 arx-2
1786 mtss-1
1787 W08G11.3
1788 C23F12.4
1789 C30F12.1
1790 F10D7.5
1791 asp-5
1792 tni-1
1793 T19A5.3
1794 tni-3
1795 tni-4
1796 Y47D9A.1
1797 Y61A9LA.11
1798 unc-27
1799 sek-1
1800 hke-4.2
1801 snt-4
1802 gln-3
1803 R05G6.10
1804 ehs-1
1805 thioredoxin
1806 trp-2
1807 Y77E11A.7
1808 F25H5.6
1809 dnj-27
1810 R06B9.3
1811 scpl-1
1812 npp-5
1813 rad-23
1814 pdi-1
1815 C34H4.2
1816 gst-36
1817 F49E2.2
1818 kin-2
1819 C14B1.8
1820 kbp-5
1821 nhr-137
1822 F38E9.1
1823 M142.5
1824 T04F3.1
1825 Y102A11A.2
1826 Y102A11A.3
1827 Y40D12A.2
1828 Y69H2.7
1829 nhr-48
1830 F21F12.1
1831 F59A2.5
1832 cah-3
1833 cku-70
1834 R07G3.8
1835 Y48G10A.3
1836 eif-3.D
1837 F42A10.5
1838 exo-3
1839 mag-1
1840 rnp-4
1841 pqn-54
1842 B0272.4
1843 C05C10.3
1844 F26F4.2
1845 F46E10.10
1846 F53B3.3
1847 tag-163
1848 ubc-18
1849 brc-2
1850 K03H4.2
1851 ani-3
1852 nos-3
1853 hacd-1
1854 ZK1307.8
1855 R09H10.3
1856 gst-1
1857 gst-23
1858 lin-12
1859 vha-2
1860 pat-3
1861 nud-2
1862 R11A8.2
1863 rpl-28
1864 F11A5.13
1865 pqn-60
1866 F32D8.4
1867 gst-11
1868 sma-4
1869 B0281.5
1870 mog-4
1871 dpyd-1
1872 C25H3.8
1873 C50F2.5
1874 ifta-1
1875 rab-8
1876 sqt-3
1877 F58G1.3
1878 elt-3
1879 T05H10.3
1880 T05H10.4
1881 gpd-1
1882 fat-3
1883 clec-73
1884 sep-1
1885 Y48E1B.3
1886 col-106
1887 him-10
1888 C32D5.11
1889 smgl-1
1890 F23H11.3
1891 Y34B4A.6
1892 rpn-9
1893 F53G12.8
1894 lgc-12
1895 clec-86
1896 sma-3
1897 C15C8.1
1898 C17E4.10
1899 daf-3
1900 F43E2.7
1901 arf-6
1902 npp-8
1903 klp-6
1904 ctl-3
1905 alh-1
1906 Y62E10A.2
1907 R166.2
1908 Y48G9A.7
1909 R53.5
1910 nhr-14
1911 her-1
1912 syn-4
1913 T01B7.5
1914 aak-2
1915 C54D10.3
1916 F49E8.6
1917 unc-42
1918 Y65B4BR.5
1919 B0336.5
1920 C04C3.3
1921 F45B8.3
1922 K02D3.2
1923 K08F4.2
1924 phat-4
1925 pqn-71
1926 T25F10.6
1927 rpl-43
1928 cyn-7
1929 gpi-1
1930 T06F4.1
1931 T01G9.2
1932 F29C12.4
1933 hum-1
1934 F56C9.10
1935 srd-7
1936 grs-1
1937 rpl-17
1938 uba-1
1939 dcr-1
1940 qdpr-1
1941 dpy-11
1942 T04A8.11
1943 T04H1.2
1944 C12D8.9
1945 C30B5.4
1946 tag-241
1947 C39E9.11
1948 nab-1
1949 C47E8.4
1950 D1005.3
1951 D2045.8
1952 F23H11.5
1953 F23H12.5
1954 let-858
1955 atf-6
1956 acl-4
1957 F52H3.4
1958 pqn-46
1959 F57C9.4
1960 K01A2.10
1961 gei-14
1962 vha-1
1963 T16H12.4
1964 T23B12.2
1965 fat-2
1966 W03F9.10
1967 W04A8.6
1968 Y38E10A.14
1969 Y43H11AL.1
1970 Y46G5A.20
1971 ZC15.3
1972 ZC239.15
1973 mig-15
1974 ZK1053.3
1975 ZK1067.3
1976 sor-1
1977 ZK1240.9
1978 rad-50
1979 mre-11
1980 lrx-1
1981 cpg-1
1982 clec-266
1983 col-180
1984 rsp-4
1985 cpi-2
1986 col-122
1987 pfd-3
1988 T08H10.1
1989 nmt-1
1990 wht-7
1991 Y69A2AR.18
1992 nep-2
1993 mes-1
1994 T05B9.1
1995 C16A11.2
1996 C17E7.4
1997 cyp-33B1
1998 tag-319
1999 C34D1.4
2000 nspd-5
2001 F52D1.1
2002 F53F10.1
2003 plk-3
2004 F56D1.2
2005 K03H6.2
2006 mspn-1
2007 R08A2.3
2008 T26C12.3
2009 W05H9.1
2010 crp-1
2011 Y38C1AB.7
2012 Y42A5A.3
2013 sas-6
2014 ZK945.8
2015 T05D4.1
2016 T05E11.3
2017 iff-1
2018 snr-4
2019 F48E3.3
2020 K07A1.1
2021 ssp-31
2022 cdk-1
2023 gad-1
2024 Y66D12A.16
2025 T06E6.10
2026 T07A5.3
2027 srh-87
2028 T07D10.2
2029 W02D9.10
2030 T07D4.2
2031 dyf-3
2032 col-159
2033 axl-1
2034 npp-3
2035 T24H7.4
2036 Y48G1BL.4
2037 mom-1
2038 C02B8.3
2039 T07H6.4
2040 F57B9.8
2041 B0303.15
2042 hsp-4
2043 retr-1
2044 spe-26
2045 nos-1
2046 ZK105.1
2047 T09B4.2
2048 T10B11.2
2049 oma-1
2050 cyp-13A7
2051 F53B7.4
2052 cyp-13A2
2053 T10C6.5
2054 str-38
2055 C04C11.1
2056 gei-8
2057 C16C8.5
2058 ajm-1
2059 C27H2.2
2060 D2005.3
2061 F08F8.9
2062 F10A3.1
2063 F10A3.4
2064 col-73
2065 F13E6.4
2066 F27C1.2
2067 F28C6.2
2068 lim-8
2069 sas-5
2070 F41B4.1
2071 F53B3.6
2072 magi-1
2073 flp-19
2074 T13C5.4
2075 gei-16
2076 hrpf-1
2077 W07B8.3
2078 Y40B10A.2
2079 Y45F10B.13
2080 Y62H9A.6
2081 Y73B6BL.33
2082 ZC247.1
2083 ZK1307.9
2084 ztf-9
2085 rnp-1
2086 T12B3.4
2087 taf-9
2088 taf-12
2089 ttr-54
2090 grd-12
2091 fkh-2
2092 Y73C8B.3
2093 eif-3.K
2094 C17G10.9
2095 bath-43
2096 pak-1
2097 B0041.2
2098 eat-6
2099 C01G6.4
2100 C03A7.13
2101 stip-1
2102 C34D10.2
2103 F01G10.5
2104 F13A7.11
2105 drh-1
2106 F15E6.3
2107 F22E12.1
2108 F29G6.2
2109 elks-1
2110 F53B1.3
2111 F53C11.5
2112 flap-1
2113 gfi-1
2114 syd-2
2115 H24G06.1
2116 cpi-1
2117 myo-3
2118 R11G11.6
2119 R148.3
2120 T02B11.3
2121 nuo-2
2122 lbp-6
2123 W09B7.2
2124 Y22D7AL.10
2125 Y51A2D.15
2126 feh-1
2127 Y71H2AM.15
2128 lfi-1
2129 tbc-2
2130 ZK686.3
2131 tag-232
2132 C05D2.10
2133 T19A6.3
2134 hmg-4
2135 T20G5.10
2136 Y38C1AA.6
2137 rde-4
2138 prs-1
2139 adr-2
2140 adbp-1
2141 T20H4.5
2142 mex-3
2143 T21B6.2
2144 T21C9.4
2145 pat-6
2146 sand-1
2147 set-18
2148 T19B4.5
2149 Y57A10A.8
2150 sup-12
2151 W02A11.3
2152 T22C1.4
2153 T22C8.3
2154 Y49E10.23
2155 ces-2
2156 T22D1.12
2157 phb-2
2158 B0252.3
2159 lbp-7
2160 ckr-1
2161 T23C6.5
2162 djr-1.1
2163 T06C10.3
2164 gld-1
2165 C06A8.3
2166 F46F5.9
2167 K02E2.7
2168 T06E4.10
2169 Y75B12A.2
2170 F14B6.6
2171 T24D1.3
2172 dyrb-1
2173 Y37D8A.10
2174 elb-1
2175 acdh-7
2176 F35H8.4
2177 vha-6
2178 Y39E4B.2
2179 set-1
2180 C10G6.1
2181 pgl-3
2182 col-178
2183 C50H11.13
2184 F13D12.8
2185 F26F4.5
2186 lrr-1
2187 rps-14
2188 col-154
2189 spat-1
2190 T23F11.4
2191 cco-2
2192 Y38C1AA.9
2193 Y38E10A.6
2194 ugt-29
2195 ckc-1
2196 btb-13
2197 bir-1
2198 rps-23
2199 F43C11.7
2200 H06H21.3
2201 R12B2.2
2202 Y119C1B.5
2203 csc-1
2204 B0454.8
2205 abu-6
2206 abu-7
2207 F08G5.1
2208 tag-53
2209 M02D8.1
2210 wee-1.3
2211 lon-3
2212 twk-40
2213 nucb-1
2214 ZK856.7
2215 del-4
2216 F58G6.7
2217 T16G1.5
2218 W05E10.2
2219 C14F11.1
2220 C37C3.2
2221 rpt-6
2222 Y62E10A.10
2223 cah-6
2224 gbh-2
2225 ebp-2
2226 F23H11.9
2227 R155.1
2228 T20B12.7
2229 mdf-2
2230 nhr-61
2231 D2096.3
2232 T16G12.7
2233 snr-5
2234 rga-1
2235 F18E2.1
2236 W02D9.3
2237 Y46G5A.4
2238 C05C10.4
2239 mel-32
2240 K03H1.10
2241 col-146
2242 W03D8.8
2243 app-1
2244 C31E10.7
2245 nhr-129
2246 tag-318
2247 F29A7.3
2248 nas-22
2249 T27A8.2
2250 str-173
2251 B0250.2
2252 B0495.9
2253 C23G10.11
2254 col-90
2255 C40A11.7
2256 C50E10.1
2257 srx-136
2258 F14D7.3
2259 F14F11.2
2260 clec-1
2261 gst-14
2262 F54D5.4
2263 F55A4.1
2264 F58H1.6
2265 let-805
2266 K01D12.7
2267 gpc-1
2268 twk-3
2269 R09E12.5
2270 mbk-1
2271 bbs-8
2272 T27A1.3
2273 Y106G6D.7
2274 Y110A2AL.9
2275 unc-51
2276 ZC178.2
2277 ZK596.2
2278 vha-9
2279 rme-1
2280 rad-54
2281 C34E7.4
2282 F37A4.1
2283 B0393.3
2284 F28H1.1
2285 F32H2.7
2286 F37A4.6
2287 R02D5.1
2288 ztf-27
2289 srz-6
2290 Y15E3A.5
2291 smg-6
2292 Y57G7A.5
2293 hsd-3
2294 nfi-1
2295 gei-4
2296 C04H5.1
2297 C14H10.2
2298 C16D2.1
2299 srx-58
2300 klp-16
2301 F08G2.7
2302 unc-54
2303 rhgf-1
2304 F16B12.6
2305 lir-2
2306 F20E11.5
2307 sax-2
2308 F23H12.3
2309 F25B4.7
2310 ztf-26
2311 F38E9.5
2312 srh-155
2313 F40F11.2
2314 F40F8.5
2315 F48E3.2
2316 bath-38
2317 F55A11.8
2318 stau-1
2319 F58E6.5
2320 srh-277
2321 acdh-8
2322 cdc-25.1
2323 K08D9.5
2324 dpy-1
2325 M04C9.4
2326 aly-3
2327 cdc-42
2328 ztf-16
2329 osm-6
2330 xbp-1
2331 T04F8.6
2332 fbxa-196
2333 T09B9.4
2334 T14E8.1
2335 T16A9.3
2336 T20F7.5
2337 T28A8.3
2338 W04G5.8
2339 W09H1.3
2340 lev-11
2341 Y17D7B.4
2342 Y53G8AM.8
2343 ztf-23
2344 Y54E5A.7
2345 ZC266.1
2346 ZK1127.12
2347 ZK418.7
2348 prp-21
2349 F11A10.2
2350 T13H5.4
2351 T24E12.6
2352 bed-1
2353 egl-20
2354 inf-1
2355 cdc-37
2356 C15A11.7
2357 pyc-1
2358 K04A8.3
2359 R06B9.4
2360 T07D10.3
2361 Y47G6A.14
2362 C07E3.3
2363 C34F6.9
2364 unc-93
2365 C56C10.9
2366 F09B9.4
2367 F26F2.3
2368 ikke-1
2369 ech-6
2370 T07C4.3
2371 car-1
2372 Y39G10AL.1
2373 Y46G5A.10
2374 Y47H9C.7
2375 sar-1
2376 frm-1
2377 mat-2
2378 emb-8
2379 odr-4
2380 F13H8.2
2381 Y102E9.2
2382 skr-10
2383 C31H1.5
2384 F22E5.17
2385 Y105E8A.11
2386 Y106G6H.15
2387 F54E7.8
2388 sec-8
2389 aap-1
2390 mog-5
2391 F23F1.7
2392 F37H8.3
2393 tsp-10
2394 pgp-6
2395 Y45G5AL.1
2396 Y46E12BR.1
2397 chp-1
2398 mat-1
2399 rsp-2
2400 Y113G7B.15
2401 Y116A8C.26
2402 tag-332
2403 flh-3
2404 R144.10
2405 dve-1
2406 Y17G7B.11
2407 C33G8.4
2408 Y17G7B.14
2409 F08D12.4
2410 cnt-1
2411 Y38H8A.2
2412 ash-2
2413 dpy-30
2414 cyp-31A3
2415 C34F11.3
2416 Y17G9B.5
2417 dnj-11
2418 gsk-3
2419 C01G12.1
2420 T24H7.3
2421 Y18D10A.8
2422 ife-3
2423 F44A2.5
2424 ife-1
2425 ife-2
2426 shw-3
2427 mes-4
2428 dao-2
2429 ile-2
2430 Y7A5A.1
2431 ZK795.1
2432 Y32H12A.4
2433 R09A1.2
2434 tor-2
2435 Y37D8A.17
2436 mrg-1
2437 smn-1
2438 F54D11.4
2439 npp-1
2440 ZK1127.3
2441 Y37H9A.3
2442 hum-2
2443 ndx-4
2444 C16C8.16
2445 tza-1
2446 tza-2
2447 Y38H6C.14
2448 cut-5
2449 mdt-8
2450 Y38H6C.8
2451 ZK1320.2
2452 cnt-2
2453 hpr-9
2454 lgc-42
2455 Y39B6A.34
2456 far-7
2457 F13E6.5
2458 bli-4
2459 mup-4
2460 lrp-2
2461 Transketolase
2462 clec-110
2463 gly-5
2464 ptr-2
2465 dpm-1
2466 abce-1
2467 C07B5.3
2468 pyp-1
2469 cut-3
2470 F35E2.9
2471 flp-11
2472 rpl-15
2473 T20D3.3
2474 spr-5
2475 spr-1
2476 elc-1
2477 pnk-1
2478 C14C10.5
2479 C18D1.2
2480 C32E8.4
2481 C40A11.8
2482 C45B2.1
2483 nhr-178
2484 F41G4.4
2485 F47D12.5
2486 F49E12.9
2487 F53G12.11
2488 K10B4.4
2489 cwn-1
2490 R08A2.2
2491 R11E3.1
2492 T01C3.3
2493 cct-1
2494 nhr-213
2495 T15B7.12
2496 T22B3.3
2497 W02D7.5
2498 Y32B12A.3
2499 Y43F4B.5
2500 Y45F10B.3
2501 Y45G12B.2
2502 Y54G11A.11
2503 Y67A10A.7
2504 sri-51
2505 ZC477.2
2506 ZK632.7
2507 ZK688.3
2508 cul-5
2509 Y43B11AR.3
2510 Y116A8C.13
2511 cyb-2.1
2512 puf-3
2513 klp-19
2514 T23G5.3
2515 Y44F5A.1
2516 ZK669.4
2517 cyb-1
2518 bcmo-1
2519 teg-1
2520 F49C12.14
2521 rpl-35
2522 skr-7
2523 F55C9.11
2524 F55B11.1
2525 gst-20
2526 csp-1
2527 pmp-3
2528 ctg-1
2529 Y48G1C.1
2530 F45D3.4
2531 R151.2
2532 ttx-1
2533 dnj-23
2534 bath-9
2535 nhr-46
2536 hcp-3
2537 M02D8.4
2538 Y51A2D.13
2539 F58F9.4
2540 sta-1
2541 T08G11.4
2542 sptl-3
2543 lpd-5
2544 Y51H4A.25
2545 C03G6.17
2546 col-175
2547 clec-232
2548 F47H4.1
2549 dpf-7
2550 T28F4.4
2551 Y52E8A.3
2552 F13D12.3
2553 col-71
2554 ndx-8
2555 glt-5
2556 C17E4.6
2557 F28C1.1
2558 Y105C5B.14
2559 bra-1
2560 rnr-1
2561 Y53G8B.1
2562 Y54E10A.5
2563 Y54E10A.6
2564 F52E1.2
2565 Y73C8C.4
2566 Y54E5A.1
2567 Y54G11A.7
2568 Y75B8A.32
2569 Y54G9A.4
2570 stam-1
2571 bub-3
2572 E02D9.1
2573 F10G7.9
2574 F36D1.1
2575 K12H4.7
2576 bub-1
2577 Y53C10A.6
2578 Y54H5A.1
2579 nhr-133
2580 Y55B1BR.3
2581 Y55F3AM.10
2582 csn-4
2583 gcl-1
2584 ntl-3
2585 cav-1
2586 ccf-1
2587 drr-2
2588 trap-4
2589 C23H5.8
2590 Y57A10A.25
2591 Y57A10C.6
2592 T11B7.2
2593 Y48C3A.16
2594 nuo-3
2595 T27F7.1
2596 csn-1
2597 csn-2
2598 csn-3
2599 Y59E9AR.5
2600 R148.5
2601 Y57A10B.6
2602 Y59H11AM.3
2603 F07A11.2
2604 F41C6.6
2605 his-4
2606 bath-30
2607 Y63D3A.4
2608 C27H6.3
2609 C43H6.7
2610 exos-8
2611 F46F5.15
2612 lin-42
2613 F53F4.11
2614 Y48A6B.9
2615 Y65B4A.7
2616 F35A5.4
2617 efl-1
2618 ric-8
2619 tsp-8
2620 tag-264
2621 sop-2
2622 wdr-23
2623 H05C05.2
2624 hum-5
2625 tcl-2
2626 gst-43
2627 Y71G12B.27
2628 ify-1
2629 K01G5.5
2630 ctn-1
2631 vbh-1
2632 mmcm-1
2633 ZK370.8
2634 ZK632.2
2635 Y71H10A.2
2636 mdt-19
2637 K07A12.2
2638 R02F2.1
2639 osm-12
2640 C34G6.3
2641 pph-4.1
2642 EEED8.3
2643 F25B3.5
2644 ppfr-4
2645 Y76A2B.5
2646 R03D7.1
2647 ZK863.4
2648 zyg-8
2649 athp-1
2650 F55D12.2
2651 hmg-1.1
2652 Y81G3A.3
2653 atg-4.1
2654 lgg-2
2655 uaf-1
2656 F29G9.7
2657 uaf-2
2658 Y97E10AR.7
2659 C06H2.6
2660 ZC250.3
2661 F45F2.11
2662 glc-3
2663 ZC434.8
2664 F33D11.10
2665 pqn-83
2666 ugt-3
2667 swan-1
2668 lgc-37
2669 dct-1
2670 hst-2
2671 F11E6.3
2672 dnj-10
2673 F36A2.10
2674 T28D9.1
2675 fmo-3
2676 ZK858.7
2677 F39H11.1
2678 nekl-2
2679 clec-50
2680 mtx-2
2681 fut-3
2682 ubq-2
2683 F38B7.2
2684 W05B5.1
2685 col-167
2686 W04B5.3
2687 cap-2
2688 R102.5
2689 ZK1128.2
2690 ZK131.11
2691 C01G5.6
2692 btb-6
2693 hum-8
2694 jtr-1
2695 rpn-12
2696 ZK287.1
2697 lap-1
2698 F12F6.1
2699 T11G6.7
2700 W02H5.1
2701 cutc-1
2702 sma-2
2703 T01D3.5
2704 pgl-1
2705 pgl-2
2706 clec-55
2707 F45D11.15
2708 clec-112
2709 ZK418.5
2710 tag-231
2711 ZK484.4
2712 lrs-2
2713 gst-30
2714 T28F4.1
2715 ZK616.3
2716 ZK632.12
2717 pat-10
2718 W04A8.5
2719 dct-15
2720 Y67D2.6
2721 cdc-25.3
2722 tag-277
2723 H35B03.1
2724 tnc-2
2725 rev-1
2726 C18E3.3
2727 lin-15b
2728 rpl-24.1
2729 wrt-4
2730 rgl-1
2731 frm-8
2732 W05B10.4
2733 C05D12.5
2734 bath-44
2735 zim-2
2736 rhgf-2
2737 Y51H1A.3
2738 ZK856.11
2739 C05C12.4
2740 klp-8
2741 Y105C5A.1
2742 Y51H7C.3
2743 lec-3
2744 hsp-43
2745 ZK666.8
2746 sdz-38
2747 ZC123.1
2748 Y51H4A.4
2749 lin-46
2750 T07F8.4
2751 T08A11.1
2752 mdt-22
2753 mdt-11
2754 C13B9.3
2755 F30A10.3
2756 knl-3
2757 kbp-3
2758 mis-12
2759 kbp-2
2760 kbp-4
2761 hcp-4
2762 let-756
2763 rps-16
2764 C15C8.3
2765 col-129
2766 C15C6.2
2767 kin-3
2768 hsp-6
2769 C18A3.3
2770 pqn-2
2771 kel-8
2772 daf-4
2773 C04G6.10
2774 aqp-2
2775 ech-2
2776 daf-14
2777 daf-5
2778 cpt-5
2779 C25A1.5
2780 daf-1
2781 vet-6
2782 unc-52
2783 scrm-6
2784 pqn-13
2785 pqn-74
2786 F57B9.1
2787 R07E5.3
2788 daf-8
2789 gfl-1
2790 zim-1
2791 unc-95
2792 uig-1
2793 nas-7
2794 ced-10
2795 C13B9.1
2796 cab-1
2797 D2096.6
2798 F09E10.5
2799 F09F9.4
2800 F11A10.5
2801 F32D1.5
2802 chtl-1
2803 F35G12.5
2804 zfp-2
2805 duo-1
2806 lsm-1
2807 F42G2.6
2808 spe-15
2809 end-1
2810 M18.8
2811 R08C7.4
2812 pqn-55
2813 R53.2
2814 T01H3.2
2815 spo-11
2816 hsr-9
2817 T09B4.1
2818 T23G11.6
2819 jun-1
2820 tat-4
2821 W04B5.5
2822 W05F2.3
2823 W05F2.4
2824 gnrr-8
2825 Y42H9B.3
2826 pha-1
2827 oig-3
2828 mcd-1
2829 Y54G2A.17
2830 clec-171
2831 B0035.11
2832 baf-1
2833 B0491.5
2834 C01F1.2
2835 gck-4
2836 skr-17
2837 C06E7.1
2838 C18A3.5
2839 C18E9.4
2840 ula-1
2841 let-754
2842 C33H5.7
2843 dhfr-1
2844 pry-1
2845 C48B6.2
2846 C49H3.8
2847 ben-1
2848 sft-4
2849 vps-37
2850 D2030.4
2851 E04F6.4
2852 vhp-1
2853 F08B4.5
2854 F09G8.3
2855 cyk-1
2856 F13C5.2
2857 F13E6.2
2858 fbf-2
2859 F22B3.4
2860 rpb-12
2861 nrs-2
2862 F25H5.5
2863 F29B9.11
2864 F29C4.2
2865 F29D11.2
2866 F32D1.2
2867 lin-3
2868 isw-1
2869 F37C12.1
2870 sig-7
2871 F41C3.4
2872 smk-1
2873 sdhb-1
2874 gon-14
2875 F44E5.1
2876 F45G2.8
2877 ceh-27
2878 lsy-2
2879 F54C4.1
2880 cpar-1
2881 F54C9.9
2882 syn-3
2883 egl-18
2884 cir-1
2885 F56F11.4
2886 F57B10.8
2887 ant-1.3
2888 gfi-2
2889 sdz-24
2890 arx-7
2891 M05B5.2
2892 div-1
2893 R02D3.5
2894 R02F2.7
2895 vps-11
2896 htz-1
2897 larp-1
2898 T01E8.6
2899 T02C12.2
2900 cki-1
2901 ers-3
2902 T08B2.8
2903 mdt-10
2904 T11G6.8
2905 T12A2.7
2906 T12F5.1
2907 tag-32
2908 sna-2
2909 T13H5.5
2910 T19B10.2
2911 lpd-9
2912 gna-2
2913 rab-10
2914 T28D6.6
2915 W01A8.4
2916 W02F12.5
2917 rab-7
2918 cacn-1
2919 ceh-32
2920 tag-267
2921 unc-59
2922 nduf-7
2923 exoc-8
2924 tpst-1
2925 pap-1
2926 arx-5
2927 ulp-2
2928 Y38E10A.24
2929 Y47D3B.1
2930 Y48E1B.5
2931 cdt-1
2932 Y55F3AM.3
2933 rsr-2
2934 cpsf-1
2935 arx-3
2936 cyp-42A1
2937 Y87G2A.1
2938 Y95D11A.1
2939 gld-2
2940 ZK1127.9
2941 tag-246
2942 ZK1248.11
2943 mec-7
2944 rbx-1
2945 cye-1
2946 B0284.1
2947 hil-7
2948 C01H6.2
2949 C09F9.2
2950 C09G5.2
2951 C30F12.6
2952 F10D11.6
2953 F39B2.1
2954 dnj-13
2955 nrf-5
2956 hil-6
2957 fbxb-41
2958 cpt-2
2959 ast-1
2960 Y32H12A.5
2961 Y39A1A.12
2962 Y39A1A.6
2963 his-48
2964 mnp-1
2965 B0495.6
2966 C01F1.1
2967 C01F1.3
2968 vps-16
2969 C06A1.3
2970 C06A8.2
2971 rpl-38
2972 rha-2
2973 set-3
2974 C08H9.2
2975 glucosyltransferase
2976 rpl-41
2977 ppp-1
2978 C15H11.8
2979 wht-3
2980 C16C10.2
2981 C16C8.4
2982 C17B7.4
2983 syp-2
2984 C25H3.7
2985 set-2
2986 rpl-39
2987 C30C11.1
2988 C31H5.6
2989 C32D5.10
2990 pde-5
2991 odd-2
2992 C36E8.1
2993 cdc-6
2994 C50B8.3
2995 his-37
2996 C52D10.1
2997 rpl-37
2998 C54E4.4
2999 C56A3.8
3000 elo-3
3001 E02H1.1
3002 his-69
3003 pho-1
3004 gpc-2
3005 F08G2.8
3006 mlt-9
3007 drs-2
3008 rpn-5
3009 lex-1
3010 osm-11
3011 srw-44
3012 F14H3.6
3013 apc-10
3014 his-32
3015 his-33
3016 nduf-6
3017 F22F4.1
3018 ehbp-1
3019 blmp-1
3020 F25E5.4
3021 rpl-26
3022 gsp-1
3023 taf-5
3024 F32A7.5
3025 mcm-7
3026 emo-1
3027 gei-11
3028 F37A4.5
3029 mec-14
3030 F40G12.9
3031 atg-18
3032 patr-1
3033 F45E4.7
3034 his-5
3035 his-7
3036 F45F2.9
3037 F47G4.2
3038 F48C1.4
3039 F49E2.5
3040 his-55
3041 rps-12
3042 ceh-24
3043 F55C5.8
3044 glit-1
3045 his-61
3046 his-62
3047 gsp-2
3048 F56G4.4
3049 sun-1
3050 rpn-6
3051 arf-3
3052 ldb-1
3053 his-66
3054 his-65
3055 H03E18.2
3056 H32K16.1
3057 cdr-5
3058 tag-203
3059 K03B4.1
3060 cdc-48.3
3061 K04G7.11
3062 crn-6
3063 K05C4.2
3064 asg-1
3065 K07C5.6
3066 cash-1
3067 K07G6.1
3068 sox-2
3069 yrs-1
3070 K11B4.1
3071 K11H12.3
3072 col-84
3073 M01B12.5
3074 egl-30
3075 hlh-2
3076 R06C7.5
3077 R10E11.3
3078 ran-5
3079 inx-16
3080 ceh-13
3081 sdz-28
3082 T01C3.1
3083 T03D8.2
3084 T05H4.15
3085 rps-17
3086 his-3
3087 his-1
3088 dnj-21
3089 mml-1
3090 dpy-9
3091 vab-9
3092 T22H9.1
3093 his-67
3094 his-68
3095 T28D9.4
3096 W01A11.2
3097 rpb-11
3098 W02D3.1
3099 sel-9
3100 rpl-31
3101 W09D6.4
3102 ekl-4
3103 hcp-6
3104 Y110A7A.11
3105 Y110A7A.4
3106 pad-1
3107 Y18D10A.23
3108 Y23H5B.4
3109 Y23H5B.6
3110 Y25C1A.6
3111 Y38E10A.3
3112 Y39A3CR.5
3113 Y39B6A.39
3114 Y40B1A.1
3115 pqn-84
3116 Y41E3.11
3117 dpy-4
3118 Y42G9A.3
3119 zig-5
3120 Y48B6A.13
3121 mac-1
